id,label,exact_synonym,related_synonym,db_xref,definition,alternative_id,in_subset,obo_namespace,skos_exact_match,skos_narrow_match,comment,creation_date,child
DOID:0090029,CINCA Syndrome,chronic neurologic cutaneous and articular syndrome,,ICD10CM:E85.0 | MIM:607115 | ORDO:1451,"An autoimmune disease characterized by neonatal onset of cutaneous symptoms, chronic meningitis, and joint manifestations with recurrent fever and inflammation that has_material_basis_in heterozygous mutation in the NLRP3 gene on chromosome 1q.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090029
DOID:0090029,CINCA Syndrome,cryopyrin-associated periodic syndrome 3,,ICD10CM:E85.0 | MIM:607115 | ORDO:1451,"An autoimmune disease characterized by neonatal onset of cutaneous symptoms, chronic meningitis, and joint manifestations with recurrent fever and inflammation that has_material_basis_in heterozygous mutation in the NLRP3 gene on chromosome 1q.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090029
DOID:0090029,CINCA Syndrome,infantile-onset multisystem inflammatory disease,,ICD10CM:E85.0 | MIM:607115 | ORDO:1451,"An autoimmune disease characterized by neonatal onset of cutaneous symptoms, chronic meningitis, and joint manifestations with recurrent fever and inflammation that has_material_basis_in heterozygous mutation in the NLRP3 gene on chromosome 1q.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090029
DOID:0090029,CINCA Syndrome,neonatal-onset multisystem inflammatory disease,,ICD10CM:E85.0 | MIM:607115 | ORDO:1451,"An autoimmune disease characterized by neonatal onset of cutaneous symptoms, chronic meningitis, and joint manifestations with recurrent fever and inflammation that has_material_basis_in heterozygous mutation in the NLRP3 gene on chromosome 1q.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090029
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,Autoimmune enteropathy type 1,,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,DMSD,,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,IDDM-secretory diarrhea syndrome,,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,IPEX,,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,X-linked autoimmunity-allergic dysregulation syndrome,,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,XLAAD,,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,XPID,,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,"autoimmunity-immunodeficiency syndrome, X-linked",,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,"diabetes mellitus, congenital insulin-dependent, with fatal secretory diarrhea",,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,"diarrhea, polyendocrinopathy, fatal infection syndrome, X-linked",,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,"immunodeficiency, polyendocrinopathy, and enteropathy, X-linked",,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,"immunodysregulation, polyendocrinopathy, and enteropathy, X-Linked",,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0090110
DOID:0111457,STING-associated vasculopathy with onset in infancy,SAVI,,GARD:12357 | MIM:615934 | ORDO:425120,"An autoimmune disease of the cardiovascular system characterized by onset in infancy of autoinflammatory vasculopathy causing severe skin lesions, particularly affecting the face, ears, nose, and digits, and resulting in ulceration, eschar formation, necrosis, and, in some cases, amputation that has_material_basis_in heterozygous gain of function mutation in the TMEM173 gene on chromosome 5q31.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_0111457
DOID:10608,celiac disease,celiac sprue,,EFO:0001060 | GARD:11998 | ICD10CM:K90.0 | ICD9CM:579.0 | MESH:D002446 | MIM:607202 | MIM:609754 | MIM:611598 | MIM:612005 | MIM:612006 | MIM:612007 | MIM:612008 | MIM:612009 | MIM:612011 | NCI:C26714 | ORDO:555 | SNOMEDCT_US_2025_09_01:197477005 | UMLS_CUI:C0007570,"An autoimmune disease of gastrointestinal tract that is caused by a reaction located_in small intestine to gliadin, a prolamin (gluten protein) found in wheat, and similar proteins found in the crops of the tribe Triticeae. The disease is associated with HLA-DQ gene. It has_symptom abdominal pain, has_symptom constipation, has_symptom diarrhea, has_symptom nausea and vomiting, and has_symptom loss of appetite.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,Xref MGI. OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_10608
DOID:10608,celiac disease,coeliac disease,,EFO:0001060 | GARD:11998 | ICD10CM:K90.0 | ICD9CM:579.0 | MESH:D002446 | MIM:607202 | MIM:609754 | MIM:611598 | MIM:612005 | MIM:612006 | MIM:612007 | MIM:612008 | MIM:612009 | MIM:612011 | NCI:C26714 | ORDO:555 | SNOMEDCT_US_2025_09_01:197477005 | UMLS_CUI:C0007570,"An autoimmune disease of gastrointestinal tract that is caused by a reaction located_in small intestine to gliadin, a prolamin (gluten protein) found in wheat, and similar proteins found in the crops of the tribe Triticeae. The disease is associated with HLA-DQ gene. It has_symptom abdominal pain, has_symptom constipation, has_symptom diarrhea, has_symptom nausea and vomiting, and has_symptom loss of appetite.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,Xref MGI. OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_10608
DOID:10608,celiac disease,idiopathic steatorrhea,,EFO:0001060 | GARD:11998 | ICD10CM:K90.0 | ICD9CM:579.0 | MESH:D002446 | MIM:607202 | MIM:609754 | MIM:611598 | MIM:612005 | MIM:612006 | MIM:612007 | MIM:612008 | MIM:612009 | MIM:612011 | NCI:C26714 | ORDO:555 | SNOMEDCT_US_2025_09_01:197477005 | UMLS_CUI:C0007570,"An autoimmune disease of gastrointestinal tract that is caused by a reaction located_in small intestine to gliadin, a prolamin (gluten protein) found in wheat, and similar proteins found in the crops of the tribe Triticeae. The disease is associated with HLA-DQ gene. It has_symptom abdominal pain, has_symptom constipation, has_symptom diarrhea, has_symptom nausea and vomiting, and has_symptom loss of appetite.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,Xref MGI. OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_10608
DOID:11042,Felty's syndrome,Felty syndrome,,GARD:8234 | ICD10CM:M05.0 | ICD9CM:714.1 | MESH:D005258 | MIM:134750 | NCI:C84712 | SNOMEDCT_US_2025_09_01:57160007 | UMLS_CUI:C0015773,"An autoimmune disease that results_in rheumatoid arthritis, splenomegaly and neutropenia.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_11042
DOID:11042,Felty's syndrome,Rheumatoid arthritis with splenoadenomegaly and leukopenia,,GARD:8234 | ICD10CM:M05.0 | ICD9CM:714.1 | MESH:D005258 | MIM:134750 | NCI:C84712 | SNOMEDCT_US_2025_09_01:57160007 | UMLS_CUI:C0015773,"An autoimmune disease that results_in rheumatoid arthritis, splenomegaly and neutropenia.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_11042
DOID:11656,cicatricial pemphigoid,Cicatricial pemphigoid with ocular involvement,,GARD:5913 | ICD10CM:L12.1 | ICD9CM:694.6 | ICD9CM:694.61 | MESH:D010390 | MIM:164185 | NCI:C34907 | SNOMEDCT_US_2025_09_01:34250006 | SNOMEDCT_US_2025_09_01:76092003 | UMLS_CUI:C0030804 | UMLS_CUI:C0157721,A pemphigoid that is characterized by skin lesions and scaring and located_in mucous membranes and located_in skin.,DOID:11655,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_11656
DOID:11656,cicatricial pemphigoid,Ocular pemphigoid,,GARD:5913 | ICD10CM:L12.1 | ICD9CM:694.6 | ICD9CM:694.61 | MESH:D010390 | MIM:164185 | NCI:C34907 | SNOMEDCT_US_2025_09_01:34250006 | SNOMEDCT_US_2025_09_01:76092003 | UMLS_CUI:C0030804 | UMLS_CUI:C0157721,A pemphigoid that is characterized by skin lesions and scaring and located_in mucous membranes and located_in skin.,DOID:11655,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_11656
DOID:11656,cicatricial pemphigoid,benign mucous membrane pemphigoid,,GARD:5913 | ICD10CM:L12.1 | ICD9CM:694.6 | ICD9CM:694.61 | MESH:D010390 | MIM:164185 | NCI:C34907 | SNOMEDCT_US_2025_09_01:34250006 | SNOMEDCT_US_2025_09_01:76092003 | UMLS_CUI:C0030804 | UMLS_CUI:C0157721,A pemphigoid that is characterized by skin lesions and scaring and located_in mucous membranes and located_in skin.,DOID:11655,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_11656
DOID:11656,cicatricial pemphigoid,benign mucous membrane pemphigoid with ocular involvement,,GARD:5913 | ICD10CM:L12.1 | ICD9CM:694.6 | ICD9CM:694.61 | MESH:D010390 | MIM:164185 | NCI:C34907 | SNOMEDCT_US_2025_09_01:34250006 | SNOMEDCT_US_2025_09_01:76092003 | UMLS_CUI:C0030804 | UMLS_CUI:C0157721,A pemphigoid that is characterized by skin lesions and scaring and located_in mucous membranes and located_in skin.,DOID:11655,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_11656
DOID:11656,cicatricial pemphigoid,ocular pemphigus,,GARD:5913 | ICD10CM:L12.1 | ICD9CM:694.6 | ICD9CM:694.61 | MESH:D010390 | MIM:164185 | NCI:C34907 | SNOMEDCT_US_2025_09_01:34250006 | SNOMEDCT_US_2025_09_01:76092003 | UMLS_CUI:C0030804 | UMLS_CUI:C0157721,A pemphigoid that is characterized by skin lesions and scaring and located_in mucous membranes and located_in skin.,DOID:11655,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_11656
DOID:12132,granulomatosis with polyangiitis,Necrotizing respiratory granulomatosis,,GARD:7880 | ICD10CM:M31.3 | ICD9CM:446.4 | MESH:D014890 | MIM:608710 | NCI:C3444 | SNOMEDCT_US_2025_09_01:195353004 | UMLS_CUI:C3495801,"An autoimmune disease that is characterized by necrotizing granulomatous inflammation of the upper and lower respiratory tract, glomerulonephritis, vasculitis, and the presence of antineutrophil cytoplasmatic autoantibodies (ANCAs) in patient sera, and is located_in lung, located_in kidney, located_in skin resulting from an autoimmune attack by antineutrophil cytoplasmic antibodies against small and medium-size blood vessels.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_12132
DOID:12132,granulomatosis with polyangiitis,"Wegener granulomatosis, formerly",,GARD:7880 | ICD10CM:M31.3 | ICD9CM:446.4 | MESH:D014890 | MIM:608710 | NCI:C3444 | SNOMEDCT_US_2025_09_01:195353004 | UMLS_CUI:C3495801,"An autoimmune disease that is characterized by necrotizing granulomatous inflammation of the upper and lower respiratory tract, glomerulonephritis, vasculitis, and the presence of antineutrophil cytoplasmatic autoantibodies (ANCAs) in patient sera, and is located_in lung, located_in kidney, located_in skin resulting from an autoimmune attack by antineutrophil cytoplasmic antibodies against small and medium-size blood vessels.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_12132
DOID:12297,Vogt-Koyanagi-Harada disease,Harada's disease,,GARD:7862 | ICD10CM:H20.82 | ICD9CM:364.24 | MESH:D014607 | NCI:C85218 | SNOMEDCT_US_2025_09_01:44923005 | UMLS_CUI:C0042170,"An autoimmune disease that is caused by T helper cell mediated autoimmune attack of melanocytes resulting in inflammation of the inside of the eye, whitening of hair, skin pigment loss, and meningitis.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_12297
DOID:12297,Vogt-Koyanagi-Harada disease,Vogt-Koyanagi syndrome,,GARD:7862 | ICD10CM:H20.82 | ICD9CM:364.24 | MESH:D014607 | NCI:C85218 | SNOMEDCT_US_2025_09_01:44923005 | UMLS_CUI:C0042170,"An autoimmune disease that is caused by T helper cell mediated autoimmune attack of melanocytes resulting in inflammation of the inside of the eye, whitening of hair, skin pigment loss, and meningitis.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_12297
DOID:12297,Vogt-Koyanagi-Harada disease,uveomeningoencephalitic syndrome,,GARD:7862 | ICD10CM:H20.82 | ICD9CM:364.24 | MESH:D014607 | NCI:C85218 | SNOMEDCT_US_2025_09_01:44923005 | UMLS_CUI:C0042170,"An autoimmune disease that is caused by T helper cell mediated autoimmune attack of melanocytes resulting in inflammation of the inside of the eye, whitening of hair, skin pigment loss, and meningitis.",,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,,http://purl.obolibrary.org/obo/DOID_12297
DOID:12306,vitiligo,,,EFO:0004208 | GARD:10751 | ICD10CM:L80 | ICD9CM:709.01 | MESH:D014820 | MIM:193200 | NCI:C26915 | SNOMEDCT_US_2025_09_01:156437000 | UMLS_CUI:C0042900,An autoimmune disease that causes depigmentation of patches of skin resulting from loss of function or death of melanoctyes.,,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,OMIM mapping confirmed by DO. [LS].,,http://purl.obolibrary.org/obo/DOID_12306
DOID:12361,Graves' disease,Grave's disease,Basedow's disease,EFO:0004237 | ICD10CM:E05.0 | MESH:D006111 | MIM:275000 | NCI:C3071 | SNOMEDCT_US_2025_09_01:154655004 | UMLS_CUI:C0018213,"An autoimmune disease of endocrine system that involves production of excessive amount of thyroid hormones, located_in thyroid gland.",,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,Xref MGI. OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_12361
DOID:12361,Graves' disease,Graves disease,Basedow's disease,EFO:0004237 | ICD10CM:E05.0 | MESH:D006111 | MIM:275000 | NCI:C3071 | SNOMEDCT_US_2025_09_01:154655004 | UMLS_CUI:C0018213,"An autoimmune disease of endocrine system that involves production of excessive amount of thyroid hormones, located_in thyroid gland.",,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,Xref MGI. OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_12361
DOID:12361,Graves' disease,exophthalmic goiter,Basedow's disease,EFO:0004237 | ICD10CM:E05.0 | MESH:D006111 | MIM:275000 | NCI:C3071 | SNOMEDCT_US_2025_09_01:154655004 | UMLS_CUI:C0018213,"An autoimmune disease of endocrine system that involves production of excessive amount of thyroid hormones, located_in thyroid gland.",,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,Xref MGI. OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_12361
DOID:12842,Guillain-Barre syndrome,Infectious neuronitis,,GARD:6554 | ICD10CM:G61.0 | MESH:D020275 | MIM:139393 | NCI:C116345 | SNOMEDCT_US_2025_09_01:155082001 | UMLS_CUI:C0018378,An autoimmune disease of peripheral nervous system that causes body's immune system to attack part of the peripheral nervous system.,,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_12842
DOID:12842,Guillain-Barre syndrome,Post-infectious polyneuritis,,GARD:6554 | ICD10CM:G61.0 | MESH:D020275 | MIM:139393 | NCI:C116345 | SNOMEDCT_US_2025_09_01:155082001 | UMLS_CUI:C0018378,An autoimmune disease of peripheral nervous system that causes body's immune system to attack part of the peripheral nervous system.,,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_12842
DOID:12842,Guillain-Barre syndrome,Postinfectious polyneuritis,,GARD:6554 | ICD10CM:G61.0 | MESH:D020275 | MIM:139393 | NCI:C116345 | SNOMEDCT_US_2025_09_01:155082001 | UMLS_CUI:C0018378,An autoimmune disease of peripheral nervous system that causes body's immune system to attack part of the peripheral nervous system.,,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_12842
DOID:12842,Guillain-Barre syndrome,acute infective polyneuritis,,GARD:6554 | ICD10CM:G61.0 | MESH:D020275 | MIM:139393 | NCI:C116345 | SNOMEDCT_US_2025_09_01:155082001 | UMLS_CUI:C0018378,An autoimmune disease of peripheral nervous system that causes body's immune system to attack part of the peripheral nervous system.,,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_12842
DOID:12842,Guillain-Barre syndrome,acute inflammatory demyelinating polyradiculopathy,,GARD:6554 | ICD10CM:G61.0 | MESH:D020275 | MIM:139393 | NCI:C116345 | SNOMEDCT_US_2025_09_01:155082001 | UMLS_CUI:C0018378,An autoimmune disease of peripheral nervous system that causes body's immune system to attack part of the peripheral nervous system.,,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_12842
DOID:12842,Guillain-Barre syndrome,acute postinfectious polyneuropathy,,GARD:6554 | ICD10CM:G61.0 | MESH:D020275 | MIM:139393 | NCI:C116345 | SNOMEDCT_US_2025_09_01:155082001 | UMLS_CUI:C0018378,An autoimmune disease of peripheral nervous system that causes body's immune system to attack part of the peripheral nervous system.,,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,OMIM mapping confirmed by DO. [SN].,,http://purl.obolibrary.org/obo/DOID_12842
